   No.   File  Line   Col. Cls.  Mthd.  Rep.  Tok.     Text
 28039    36   355    18    36   658     0     111  rem
 28040    36   355    21    36   658     0      60  )
 28041    36   355    22    36   658     0     102  ;
 28042    36   356     9    36   658     0     111  limit
 28043    36   356    14    36   658     0      59  (
 28044    36   356    15    36   658     0     111  capacity
 28045    36   356    23    36   658     0      59  (
 28046    36   356    24    36   658     0      60  )
 28047    36   356    25    36   658     0      60  )
 28048    36   356    26    36   658     0     102  ;
 28049    36   357     9    36   658     0     111  clearMark
 28050    36   357    18    36   658     0      59  (
 28051    36   357    19    36   658     0      60  )
 28052    36   357    20    36   658     0     102  ;
 28053    36   358     9    36   658     0      19  return
 28054    36   358    16    36   658     0      44  this
 28055    36   358    20    36   658     1     102  ;
 28056    36   362     5    36   658     1      64  }
 28057    36   362     5    36   658     0    1584  ENDMETHOD
 28058    36   362     5    36   659     0    1585  STARTMETHOD
 28059    36   364     5    36   659     0      10  public
 28060    36   364    12    36   659     0      39  boolean
 28061    36   364    20    36   659     0     111  isDirect
 28062    36   364    28    36   659     0      59  (
 28063    36   364    29    36   659     0      60  )
 28064    36   364    31    36   659     0      63  {
 28065    36   365     9    36   659     0      19  return
 28066    36   365    16    36   659     0      52  true
 28067    36   365    20    36   659     1     102  ;
 28068    36   366     5    36   659     1      64  }
 28069    36   366     5    36   659     0    1586  ENDMETHOD
 28070    36   366     5    36   660     0    1587  STARTMETHOD
 28071    36   368     5    36   660     0      10  public
 28072    36   368    12    36   660     0      39  boolean
 28073    36   368    20    36   660     0     111  isReadOnly
 28074    36   368    30    36   660     0      59  (
 28075    36   368    31    36   660     0      60  )
 28076    36   368    33    36   660     0      63  {
 28077    36   369     9    36   660     0      19  return
 28078    36   369    16    36   660     0      43  false
 28079    36   369    21    36   660     1     102  ;
 28080    36   370     5    36   660     1      64  }
 28081    36   370     5    36   660     0    1588  ENDMETHOD
 28082    36   370     5    36   661     0    1589  STARTMETHOD
 28083    36   375     5    36   661     0      10  public
 28084    36   375    12    36   661     0     111  String
 28085    36   375    19    36   661     0     111  toString
 28086    36   375    27    36   661     0      59  (
 28087    36   375    28    36   661     0      36  int
 28088    36   375    32    36   661     0     111  start
 28089    36   375    37    36   661     0      66  ,
 28090    36   375    39    36   661     0      36  int
 28091    36   375    43    36   661     0     111  end
 28092    36   375    46    36   661     0      60  )
 28093    36   375    48    36   661     0      63  {
 28094    36   376     9    36   661     0      31  if
 28095    36   376    12    36   661     0      59  (
 28096    36   376    13    36   661     0      59  (
 28097    36   376    14    36   661     0     111  end
 28098    36   376    18    36   661     0      89  >
 28099    36   376    20    36   661     0     111  limit
 28100    36   376    25    36   661     0      59  (
 28101    36   376    26    36   661     0      60  )
 28102    36   376    27    36   661     0      60  )
 28103    36   376    29    36   661     0      98  ||
 28104    36   376    32    36   661     0      59  (
 28105    36   376    33    36   661     0     111  start
 28106    36   376    39    36   661     0      89  >
 28107    36   376    41    36   661     0     111  end
 28108    36   376    44    36   661     0      60  )
 28109    36   376    45    36   661     0      60  )
 28110    36   377    13    36   661     0      20  throw
 28111    36   377    19    36   661     0      15  new
 28112    36   377    23    36   661     0     111  IndexOutOfBoundsException
 28113    36   377    48    36   661     0      59  (
 28114    36   377    49    36   661     0      60  )
 28115    36   377    50    36   661     0     102  ;
 28116    36   378     9    36   661     0      35  try
 28117    36   378    13    36   661     0      63  {
 28118    36   379    13    36   661     0      36  int
 28119    36   379    17    36   661     0     111  len
 28120    36   379    21    36   661     0      67  =
 28121    36   379    23    36   661     0     111  end
 28122    36   379    27    36   661     0      77  -
 28123    36   379    29    36   661     0     111  start
 28124    36   379    34    36   661     0     102  ;
 28125    36   380    13    36   661     0      40  char
 28126    36   380    17    36   661     0      61  [
 28127    36   380    18    36   661     0      62  ]
 28128    36   380    20    36   661     0     111  ca
 28129    36   380    23    36   661     0      67  =
 28130    36   380    25    36   661     0      15  new
 28131    36   380    29    36   661     0      40  char
 28132    36   380    33    36   661     0      61  [
 28133    36   380    34    36   661     0     111  len
 28134    36   380    37    36   661     0      62  ]
 28135    36   380    38    36   661     0     102  ;
 28136    36   381    13    36   661     0     111  CharBuffer
 28137    36   381    24    36   661     0     111  cb
 28138    36   381    27    36   661     0      67  =
 28139    36   381    29    36   661     0     111  CharBuffer.wrap
 28140    36   381    44    36   661     0      59  (
 28141    36   381    45    36   661     0     111  ca
 28142    36   381    47    36   661     0      60  )
 28143    36   381    48    36   661     0     102  ;
 28144    36   382    13    36   661     0     111  CharBuffer
 28145    36   382    24    36   661     0     111  db
 28146    36   382    27    36   661     0      67  =
 28147    36   382    29    36   661     0     111  this.duplicate
 28148    36   382    43    36   661     0      59  (
 28149    36   382    44    36   661     0      60  )
 28150    36   382    45    36   661     0     102  ;
 28151    36   383    13    36   661     1     111  db.position
 28152    36   383    24    36   661     1      59  (
 28153    36   383    25    36   661     1     111  start
 28154    36   383    30    36   661     1      60  )
 28155    36   383    31    36   661     1     102  ;
 28156    36   384    13    36   661     1     111  db.limit
 28157    36   384    21    36   661     1      59  (
 28158    36   384    22    36   661     1     111  end
 28159    36   384    25    36   661     1      60  )
 28160    36   384    26    36   661     1     102  ;
 28161    36   385    13    36   661     1     111  cb.put
 28162    36   385    19    36   661     1      59  (
 28163    36   385    20    36   661     1     111  db
 28164    36   385    22    36   661     1      60  )
 28165    36   385    23    36   661     1     102  ;
 28166    36   386    13    36   661     0      19  return
 28167    36   386    20    36   661     0      15  new
 28168    36   386    24    36   661     0     111  String
 28169    36   386    30    36   661     0      59  (
 28170    36   386    31    36   661     0     111  ca
 28171    36   386    33    36   661     0      60  )
 28172    36   386    34    36   661     0     102  ;
 28173    36   387     9    36   661     0      64  }
 28174    36   387    11    36   661     0      34  catch
 28175    36   387    17    36   661     0      59  (
 28176    36   387    18    36   661     0     111  StringIndexOutOfBoundsException
 28177    36   387    50    36   661     0     111  x
 28178    36   387    51    36   661     0      60  )
 28179    36   387    53    36   661     0      63  {
 28180    36   388    13    36   661     0      20  throw
 28181    36   388    19    36   661     0      15  new
 28182    36   388    23    36   661     0     111  IndexOutOfBoundsException
 28183    36   388    48    36   661     0      59  (
 28184    36   388    49    36   661     0      60  )
 28185    36   388    50    36   661     0     102  ;
 28186    36   389     9    36   661     0      64  }
 28187    36   390     5    36   661     0      64  }
 28188    36   390     5    36   661     0    1590  ENDMETHOD
 28189    36   390     5    36   662     0    1591  STARTMETHOD
 28190    36   395     5    36   662     0      10  public
 28191    36   395    12    36   662     0     111  CharSequence
 28192    36   395    25    36   662     0     111  subSequence
 28193    36   395    36    36   662     0      59  (
 28194    36   395    37    36   662     0      36  int
 28195    36   395    41    36   662     0     111  start
 28196    36   395    46    36   662     0      66  ,
 28197    36   395    48    36   662     0      36  int
 28198    36   395    52    36   662     0     111  end
 28199    36   395    55    36   662     0      60  )
 28200    36   395    57    36   662     0      63  {
 28201    36   396     9    36   662     1      36  int
 28202    36   396    13    36   662     1     111  pos
 28203    36   396    17    36   662     1      67  =
 28204    36   396    19    36   662     1     111  position
 28205    36   396    27    36   662     1      59  (
 28206    36   396    28    36   662     1      60  )
 28207    36   396    29    36   662     1     102  ;
 28208    36   397     9    36   662     1      36  int
 28209    36   397    13    36   662     1     111  lim
 28210    36   397    17    36   662     1      67  =
 28211    36   397    19    36   662     1     111  limit
 28212    36   397    24    36   662     1      59  (
 28213    36   397    25    36   662     1      60  )
 28214    36   397    26    36   662     1     102  ;
 28215    36   398     9    36   662     0     111  assert
 28216    36   398    16    36   662     0      59  (
 28217    36   398    17    36   662     0     111  pos
 28218    36   398    21    36   662     0      92  <=
 28219    36   398    24    36   662     0     111  lim
 28220    36   398    27    36   662     0      60  )
 28221    36   398    28    36   662     0     102  ;
 28222    36   399     9    36   662     0     111  pos
 28223    36   399    13    36   662     0      67  =
 28224    36   399    15    36   662     0      59  (
 28225    36   399    16    36   662     0     111  pos
 28226    36   399    20    36   662     0      92  <=
 28227    36   399    23    36   662     0     111  lim
 28228    36   399    27    36   662     0      58  ?
 28229    36   399    29    36   662     0     111  pos
 28230    36   399    33    36   662     0      65  :
 28231    36   399    35    36   662     0     111  lim
 28232    36   399    38    36   662     0      60  )
 28233    36   399    39    36   662     0     102  ;
 28234    36   400     9    36   662     0      36  int
 28235    36   400    13    36   662     0     111  len
 28236    36   400    17    36   662     0      67  =
 28237    36   400    19    36   662     0     111  lim
 28238    36   400    23    36   662     0      77  -
 28239    36   400    25    36   662     0     111  pos
 28240    36   400    28    36   662     0     102  ;
 28241    36   402     9    36   662     0      31  if
 28242    36   402    12    36   662     0      59  (
 28243    36   402    13    36   662     0      59  (
 28244    36   402    14    36   662     0     111  start
 28245    36   402    20    36   662     0      93  <
 28246    36   402    22    36   662     0     112  0
 28247    36   402    23    36   662     0      60  )
 28248    36   402    25    36   662     0      98  ||
 28249    36   402    28    36   662     0      59  (
 28250    36   402    29    36   662     0     111  end
 28251    36   402    33    36   662     0      89  >
 28252    36   402    35    36   662     0     111  len
 28253    36   402    38    36   662     0      60  )
 28254    36   402    40    36   662     0      98  ||
 28255    36   402    43    36   662     0      59  (
 28256    36   402    44    36   662     0     111  start
 28257    36   402    50    36   662     0      89  >
 28258    36   402    52    36   662     0     111  end
 28259    36   402    55    36   662     0      60  )
 28260    36   402    56    36   662     0      60  )
 28261    36   403    13    36   662     0      20  throw
 28262    36   403    19    36   662     0      15  new
 28263    36   403    23    36   662     0     111  IndexOutOfBoundsException
 28264    36   403    48    36   662     0      59  (
 28265    36   403    49    36   662     0      60  )
 28266    36   403    50    36   662     0     102  ;
 28267    36   404     9    36   662     0      36  int
 28268    36   404    13    36   662     0     111  sublen
 28269    36   404    20    36   662     0      67  =
 28270    36   404    22    36   662     0     111  end
 28271    36   404    26    36   662     0      77  -
 28272    36   404    28    36   662     0     111  start
 28273    36   404    33    36   662     0     102  ;
 28274    36   405     9    36   662     0      36  int
 28275    36   405    13    36   662     0     111  off
 28276    36   405    17    36   662     0      67  =
 28277    36   405    19    36   662     0      59  (
 28278    36   405    20    36   662     0     111  pos
 28279    36   405    24    36   662     0      74  +
 28280    36   405    26    36   662     0     111  start
 28281    36   405    31    36   662     0      60  )
 28282    36   405    33    36   662     0      90  <<
 28283    36   405    36    36   662     0     112  1
 28284    36   405    37    36   662     0     102  ;
 28285    36   406     9    36   662     0     111  assert
 28286    36   406    16    36   662     0      59  (
 28287    36   406    17    36   662     0     111  off
 28288    36   406    21    36   662     0      88  >=
 28289    36   406    24    36   662     0     112  0
 28290    36   406    25    36   662     0      60  )
 28291    36   406    26    36   662     0     102  ;
 28292    36   407     9    36   662     0      19  return
 28293    36   407    16    36   662     0      15  new
 28294    36   407    20    36   662     0     111  DirectCharBufferU
 28295    36   407    37    36   662     0      59  (
 28296    36   407    38    36   662     0      44  this
 28297    36   407    42    36   662     0      66  ,
 28298    36   407    44    36   662     0      77  -
 28299    36   407    45    36   662     0     112  1
 28300    36   407    46    36   662     0      66  ,
 28301    36   407    48    36   662     0     112  0
 28302    36   407    49    36   662     0      66  ,
 28303    36   407    51    36   662     0     111  sublen
 28304    36   407    57    36   662     0      66  ,
 28305    36   407    59    36   662     0     111  sublen
 28306    36   407    65    36   662     0      66  ,
 28307    36   407    67    36   662     0     111  off
 28308    36   407    70    36   662     0      60  )
 28309    36   407    71    36   662     0     102  ;
 28310    36   408     5    36   662     0      64  }
 28311    36   408     5    36   662     0    1592  ENDMETHOD
 28312    36   408     5    36   663     0    1593  STARTMETHOD
 28313    36   416     5    36   663     0      10  public
 28314    36   416    12    36   663     0     111  ByteOrder
 28315    36   416    22    36   663     0     111  order
 28316    36   416    27    36   663     0      59  (
 28317    36   416    28    36   663     0      60  )
 28318    36   416    30    36   663     0      63  {
 28319    36   422     9    36   663     0      19  return
 28320    36   422    16    36   663     0      59  (
 28321    36   422    17    36   663     0      59  (
 28322    36   422    18    36   663     0     111  ByteOrder.nativeOrder
 28323    36   422    39    36   663     0      59  (
 28324    36   422    40    36   663     0      60  )
 28325    36   422    42    36   663     0      71  !=
 28326    36   422    45    36   663     0     111  ByteOrder.BIG_ENDIAN
 28327    36   422    65    36   663     0      60  )
 28328    36   423    17    36   663     0      58  ?
 28329    36   423    19    36   663     0     111  ByteOrder.LITTLE_ENDIAN
 28330    36   423    43    36   663     0      65  :
 28331    36   423    45    36   663     0     111  ByteOrder.BIG_ENDIAN
 28332    36   423    65    36   663     0      60  )
 28333    36   423    66    36   663     0     102  ;
 28334    36   425     5    36   663     0      64  }
 28335    36   425     5    36   663     0    1594  ENDMETHOD
 28336    36   452     1    36    -1     0      64  }
 28337    36   452     1    36    -1     1    1595  ENDCLASS
 28338    36   452     1    -1    -1     1    1596  ENDFILE C:\javasrc\java\nio\DirectCharBufferU.java
 28339    37     1     1    -1    -1     1    1597  STARTFILE C:\javasrc\java\nio\DirectDoubleBufferRS.java
 28340    37    28     1    -1    -1     0       5  package
 28341    37    28     9    -1    -1     0     111  java.nio
 28342    37    28    17    -1    -1     0     102  ;
 28343    37    30     1    -1    -1     1      49  import
 28344    37    30     8    -1    -1     1     111  sun.misc.Cleaner
 28345    37    30    24    -1    -1     1     102  ;
 28346    37    31     1    -1    -1     1      49  import
 28347    37    31     8    -1    -1     1     111  sun.misc.Unsafe
 28348    37    31    23    -1    -1     1     102  ;
 28349    37    32     1    -1    -1     1      49  import
 28350    37    32     8    -1    -1     1     111  sun.nio.ch.DirectBuffer
 28351    37    32    31    -1    -1     1     102  ;
 28352    37    33     1    -1    -1     1      49  import
 28353    37    33     8    -1    -1     1     111  sun.nio.ch.FileChannelImpl
 28354    37    33    34    -1    -1     1     102  ;
 28355    37    36     1    37    -1     0    1598  STARTCLASS
 28356    37    36     1    37    -1     0      24  class
 28357    37    36     7    37    -1     0     111  DirectDoubleBufferRS
 28358    37    40     5    37    -1     0      38  extends
 28359    37    40    13    37    -1     0     111  DirectDoubleBufferS
 28360    37    42     5    37    -1     0      17  implements
 28361    37    42    16    37    -1     0     111  DirectBuffer
 28362    37    43     1    37    -1     0      63  {
 28363    37    43     1    37   664     0    1599  STARTMETHOD
 28364    37   164     5    37   664     0     111  DirectDoubleBufferRS
 28365    37   164    25    37   664     0      59  (
 28366    37   164    26    37   664     0     111  DirectBuffer
 28367    37   164    39    37   664     0     111  db
 28368    37   164    41    37   664     0      66  ,
 28369    37   165    32    37   664     0      36  int
 28370    37   165    36    37   664     0     111  mark
 28371    37   165    40    37   664     0      66  ,
 28372    37   165    42    37   664     0      36  int
 28373    37   165    46    37   664     0     111  pos
 28374    37   165    49    37   664     0      66  ,
 28375    37   165    51    37   664     0      36  int
 28376    37   165    55    37   664     0     111  lim
 28377    37   165    58    37   664     0      66  ,
 28378    37   165    60    37   664     0      36  int
 28379    37   165    64    37   664     0     111  cap
 28380    37   165    67    37   664     0      66  ,
 28381    37   166    32    37   664     0      36  int
 28382    37   166    36    37   664     0     111  off
 28383    37   166    39    37   664     0      60  )
 28384    37   167     5    37   664     0      63  {
 28385    37   176     9    37   664     0      27  super
 28386    37   176    14    37   664     0      59  (
 28387    37   176    15    37   664     0     111  db
 28388    37   176    17    37   664     0      66  ,
 28389    37   176    19    37   664     0     111  mark
 28390    37   176    23    37   664     0      66  ,
 28391    37   176    25    37   664     0     111  pos
 28392    37   176    28    37   664     0      66  ,
 28393    37   176    30    37   664     0     111  lim
 28394    37   176    33    37   664     0      66  ,
 28395    37   176    35    37   664     0     111  cap
 28396    37   176    38    37   664     0      66  ,
 28397    37   176    40    37   664     0     111  off
 28398    37   176    43    37   664     0      60  )
 28399    37   176    44    37   664     0     102  ;
 28400    37   178     5    37   664     0      64  }
 28401    37   178     5    37   664     0    1600  ENDMETHOD
 28402    37   178     5    37   665     0    1601  STARTMETHOD
 28403    37   180     5    37   665     0      10  public
 28404    37   180    12    37   665     0     111  DoubleBuffer
 28405    37   180    25    37   665     0     111  slice
 28406    37   180    30    37   665     0      59  (
 28407    37   180    31    37   665     0      60  )
 28408    37   180    33    37   665     0      63  {
 28409    37   181     9    37   665     1      36  int
 28410    37   181    13    37   665     1     111  pos
 28411    37   181    17    37   665     1      67  =
 28412    37   181    19    37   665     1     111  this.position
 28413    37   181    32    37   665     1      59  (
 28414    37   181    33    37   665     1      60  )
 28415    37   181    34    37   665     1     102  ;
 28416    37   182     9    37   665     1      36  int
 28417    37   182    13    37   665     1     111  lim
 28418    37   182    17    37   665     1      67  =
 28419    37   182    19    37   665     1     111  this.limit
 28420    37   182    29    37   665     1      59  (
 28421    37   182    30    37   665     1      60  )
 28422    37   182    31    37   665     1     102  ;
 28423    37   183     9    37   665     0     111  assert
 28424    37   183    16    37   665     0      59  (
 28425    37   183    17    37   665     0     111  pos
 28426    37   183    21    37   665     0      92  <=
 28427    37   183    24    37   665     0     111  lim
 28428    37   183    27    37   665     0      60  )
 28429    37   183    28    37   665     0     102  ;
 28430    37   184     9    37   665     0      36  int
 28431    37   184    13    37   665     0     111  rem
 28432    37   184    17    37   665     0      67  =
 28433    37   184    19    37   665     0      59  (
 28434    37   184    20    37   665     0     111  pos
 28435    37   184    24    37   665     0      92  <=
 28436    37   184    27    37   665     0     111  lim
 28437    37   184    31    37   665     0      58  ?
 28438    37   184    33    37   665     0     111  lim
 28439    37   184    37    37   665     0      77  -
 28440    37   184    39    37   665     0     111  pos
 28441    37   184    43    37   665     0      65  :
 28442    37   184    45    37   665     0     112  0
 28443    37   184    46    37   665     0      60  )
 28444    37   184    47    37   665     0     102  ;
 28445    37   185     9    37   665     0      36  int
 28446    37   185    13    37   665     0     111  off
 28447    37   185    17    37   665     0      67  =
 28448    37   185    19    37   665     0      59  (
 28449    37   185    20    37   665     0     111  pos
 28450    37   185    24    37   665     0      90  <<
 28451    37   185    27    37   665     0     112  3
 28452    37   185    28    37   665     0      60  )
 28453    37   185    29    37   665     0     102  ;
 28454    37   186     9    37   665     0     111  assert
 28455    37   186    16    37   665     0      59  (
 28456    37   186    17    37   665     0     111  off
 28457    37   186    21    37   665     0      88  >=
 28458    37   186    24    37   665     0     112  0
 28459    37   186    25    37   665     0      60  )
 28460    37   186    26    37   665     0     102  ;
 28461    37   187     9    37   665     0      19  return
 28462    37   187    16    37   665     0      15  new
 28463    37   187    20    37   665     0     111  DirectDoubleBufferRS
 28464    37   187    40    37   665     0      59  (
 28465    37   187    41    37   665     0      44  this
 28466    37   187    45    37   665     0      66  ,
 28467    37   187    47    37   665     0      77  -
 28468    37   187    48    37   665     0     112  1
 28469    37   187    49    37   665     0      66  ,
 28470    37   187    51    37   665     0     112  0
 28471    37   187    52    37   665     0      66  ,
 28472    37   187    54    37   665     0     111  rem
 28473    37   187    57    37   665     0      66  ,
 28474    37   187    59    37   665     0     111  rem
 28475    37   187    62    37   665     0      66  ,
 28476    37   187    64    37   665     0     111  off
 28477    37   187    67    37   665     0      60  )
 28478    37   187    68    37   665     0     102  ;
 28479    37   188     5    37   665     0      64  }
 28480    37   188     5    37   665     0    1602  ENDMETHOD
 28481    37   188     5    37   666     0    1603  STARTMETHOD
 28482    37   190     5    37   666     0      10  public
 28483    37   190    12    37   666     0     111  DoubleBuffer
 28484    37   190    25    37   666     0     111  duplicate
 28485    37   190    34    37   666     0      59  (
 28486    37   190    35    37   666     0      60  )
 28487    37   190    37    37   666     0      63  {
 28488    37   191     9    37   666     0      19  return
 28489    37   191    16    37   666     0      15  new
 28490    37   191    20    37   666     0     111  DirectDoubleBufferRS
 28491    37   191    40    37   666     0      59  (
 28492    37   191    41    37   666     0      44  this
 28493    37   191    45    37   666     0      66  ,
 28494    37   192    47    37   666     1     111  this.markValue
 28495    37   192    61    37   666     1      59  (
 28496    37   192    62    37   666     1      60  )
 28497    37   192    63    37   666     1      66  ,
 28498    37   193    47    37   666     1     111  this.position
 28499    37   193    60    37   666     1      59  (
 28500    37   193    61    37   666     1      60  )
 28501    37   193    62    37   666     1      66  ,
 28502    37   194    47    37   666     1     111  this.limit
 28503    37   194    57    37   666     1      59  (
 28504    37   194    58    37   666     1      60  )
 28505    37   194    59    37   666     1      66  ,
 28506    37   195    47    37   666     1     111  this.capacity
 28507    37   195    60    37   666     1      59  (
 28508    37   195    61    37   666     1      60  )
 28509    37   195    62    37   666     1      66  ,
 28510    37   196    47    37   666     0     112  0
 28511    37   196    48    37   666     0      60  )
 28512    37   196    49    37   666     0     102  ;
 28513    37   197     5    37   666     0      64  }
 28514    37   197     5    37   666     0    1604  ENDMETHOD
 28515    37   197     5    37   667     0    1605  STARTMETHOD
 28516    37   199     5    37   667     0      10  public
 28517    37   199    12    37   667     0     111  DoubleBuffer
 28518    37   199    25    37   667     0     111  asReadOnlyBuffer
 28519    37   199    41    37   667     0      59  (
 28520    37   199    42    37   667     0      60  )
 28521    37   199    44    37   667     0      63  {
 28522    37   208     9    37   667     0      19  return
 28523    37   208    16    37   667     0     111  duplicate
 28524    37   208    25    37   667     0      59  (
 28525    37   208    26    37   667     0      60  )
 28526    37   208    27    37   667     0     102  ;
 28527    37   210     5    37   667     0      64  }
 28528    37   210     5    37   667     0    1606  ENDMETHOD
 28529    37   210     5    37   668     0    1607  STARTMETHOD
 28530    37   261     5    37   668     0      10  public
 28531    37   261    12    37   668     0     111  DoubleBuffer
 28532    37   261    25    37   668     0     111  put
 28533    37   261    28    37   668     0      59  (
 28534    37   261    29    37   668     0      32  double
 28535    37   261    36    37   668     0     111  x
 28536    37   261    37    37   668     0      60  )
 28537    37   261    39    37   668     0      63  {
 28538    37   266     9    37   668     0      20  throw
 28539    37   266    15    37   668     0      15  new
 28540    37   266    19    37   668     0     111  ReadOnlyBufferException
 28541    37   266    42    37   668     0      59  (
 28542    37   266    43    37   668     0      60  )
 28543    37   266    44    37   668     0     102  ;
 28544    37   268     5    37   668     0      64  }
 28545    37   268     5    37   668     0    1608  ENDMETHOD
 28546    37   268     5    37   669     0    1609  STARTMETHOD
 28547    37   270     5    37   669     0      10  public
 28548    37   270    12    37   669     0     111  DoubleBuffer
 28549    37   270    25    37   669     0     111  put
 28550    37   270    28    37   669     0      59  (
 28551    37   270    29    37   669     0      36  int
 28552    37   270    33    37   669     0     111  i
 28553    37   270    34    37   669     0      66  ,
 28554    37   270    36    37   669     0      32  double
 28555    37   270    43    37   669     0     111  x
 28556    37   270    44    37   669     0      60  )
 28557    37   270    46    37   669     0      63  {
 28558    37   275     9    37   669     0      20  throw
 28559    37   275    15    37   669     0      15  new
 28560    37   275    19    37   669     0     111  ReadOnlyBufferException
 28561    37   275    42    37   669     0      59  (
 28562    37   275    43    37   669     0      60  )
 28563    37   275    44    37   669     0     102  ;
 28564    37   277     5    37   669     0      64  }
 28565    37   277     5    37   669     0    1610  ENDMETHOD
 28566    37   277     5    37   670     0    1611  STARTMETHOD
 28567    37   279     5    37   670     0      10  public
 28568    37   279    12    37   670     0     111  DoubleBuffer
 28569    37   279    25    37   670     0     111  put
 28570    37   279    28    37   670     0      59  (
 28571    37   279    29    37   670     0     111  DoubleBuffer
 28572    37   279    42    37   670     0     111  src
 28573    37   279    45    37   670     0      60  )
 28574    37   279    47    37   670     0      63  {
 28575    37   316     9    37   670     0      20  throw
 28576    37   316    15    37   670     0      15  new
 28577    37   316    19    37   670     0     111  ReadOnlyBufferException
 28578    37   316    42    37   670     0      59  (
 28579    37   316    43    37   670     0      60  )
 28580    37   316    44    37   670     0     102  ;
 28581    37   318     5    37   670     0      64  }
 28582    37   318     5    37   670     0    1612  ENDMETHOD
 28583    37   318     5    37   671     0    1613  STARTMETHOD
 28584    37   320     5    37   671     0      10  public
 28585    37   320    12    37   671     0     111  DoubleBuffer
 28586    37   320    25    37   671     0     111  put
 28587    37   320    28    37   671     0      59  (
 28588    37   320    29    37   671     0      32  double
 28589    37   320    35    37   671     0      61  [
 28590    37   320    36    37   671     0      62  ]
 28591    37   320    38    37   671     0     111  src
 28592    37   320    41    37   671     0      66  ,
 28593    37   320    43    37   671     0      36  int
 28594    37   320    47    37   671     0     111  offset
 28595    37   320    53    37   671     0      66  ,
 28596    37   320    55    37   671     0      36  int
 28597    37   320    59    37   671     0     111  length
 28598    37   320    65    37   671     0      60  )
 28599    37   320    67    37   671     0      63  {
 28600    37   343     9    37   671     0      20  throw
 28601    37   343    15    37   671     0      15  new
 28602    37   343    19    37   671     0     111  ReadOnlyBufferException
 28603    37   343    42    37   671     0      59  (
 28604    37   343    43    37   671     0      60  )
 28605    37   343    44    37   671     0     102  ;
 28606    37   345     5    37   671     0      64  }
 28607    37   345     5    37   671     0    1614  ENDMETHOD
 28608    37   345     5    37   672     0    1615  STARTMETHOD
 28609    37   347     5    37   672     0      10  public
 28610    37   347    12    37   672     0     111  DoubleBuffer
 28611    37   347    25    37   672     0     111  compact
 28612    37   347    32    37   672     0      59  (
 28613    37   347    33    37   672     0      60  )
 28614    37   347    35    37   672     0      63  {
 28615    37   360     9    37   672     0      20  throw
 28616    37   360    15    37   672     0      15  new
 28617    37   360    19    37   672     0     111  ReadOnlyBufferException
 28618    37   360    42    37   672     0      59  (
 28619    37   360    43    37   672     0      60  )
 28620    37   360    44    37   672     1     102  ;
 28621    37   362     5    37   672     1      64  }
 28622    37   362     5    37   672     0    1616  ENDMETHOD
 28623    37   362     5    37   673     0    1617  STARTMETHOD
 28624    37   364     5    37   673     0      10  public
 28625    37   364    12    37   673     0      39  boolean
 28626    37   364    20    37   673     0     111  isDirect
 28627    37   364    28    37   673     0      59  (
 28628    37   364    29    37   673     0      60  )
 28629    37   364    31    37   673     0      63  {
 28630    37   365     9    37   673     0      19  return
 28631    37   365    16    37   673     0      52  true
 28632    37   365    20    37   673     1     102  ;
 28633    37   366     5    37   673     1      64  }
 28634    37   366     5    37   673     0    1618  ENDMETHOD
 28635    37   366     5    37   674     0    1619  STARTMETHOD
 28636    37   368     5    37   674     0      10  public
 28637    37   368    12    37   674     0      39  boolean
 28638    37   368    20    37   674     0     111  isReadOnly
 28639    37   368    30    37   674     0      59  (
 28640    37   368    31    37   674     0      60  )
 28641    37   368    33    37   674     0      63  {
 28642    37   369     9    37   674     0      19  return
 28643    37   369    16    37   674     0      52  true
 28644    37   369    20    37   674     1     102  ;
 28645    37   370     5    37   674     1      64  }
 28646    37   370     5    37   674     0    1620  ENDMETHOD
 28647    37   370     5    37   675     0    1621  STARTMETHOD
 28648    37   416     5    37   675     0      10  public
 28649    37   416    12    37   675     0     111  ByteOrder
 28650    37   416    22    37   675     0     111  order
 28651    37   416    27    37   675     0      59  (
 28652    37   416    28    37   675     0      60  )
 28653    37   416    30    37   675     0      63  {
 28654    37   418     9    37   675     0      19  return
 28655    37   418    16    37   675     0      59  (
 28656    37   418    17    37   675     0      59  (
 28657    37   418    18    37   675     0     111  ByteOrder.nativeOrder
 28658    37   418    39    37   675     0      59  (
 28659    37   418    40    37   675     0      60  )
 28660    37   418    42    37   675     0      68  ==
 28661    37   418    45    37   675     0     111  ByteOrder.BIG_ENDIAN
 28662    37   418    65    37   675     0      60  )
 28663    37   419    17    37   675     0      58  ?
 28664    37   419    19    37   675     0     111  ByteOrder.LITTLE_ENDIAN
 28665    37   419    43    37   675     0      65  :
 28666    37   419    45    37   675     0     111  ByteOrder.BIG_ENDIAN
 28667    37   419    65    37   675     0      60  )
 28668    37   419    66    37   675     0     102  ;
 28669    37   425     5    37   675     0      64  }
 28670    37   425     5    37   675     0    1622  ENDMETHOD
 28671    37   452     1    37    -1     0      64  }
 28672    37   452     1    37    -1     1    1623  ENDCLASS
 28673    37   452     1    -1    -1     1    1624  ENDFILE C:\javasrc\java\nio\DirectDoubleBufferRS.java
 28674    38     1     1    -1    -1     1    1625  STARTFILE C:\javasrc\java\nio\DirectDoubleBufferRU.java
 28675    38    28     1    -1    -1     0       5  package
 28676    38    28     9    -1    -1     0     111  java.nio
 28677    38    28    17    -1    -1     0     102  ;
